App Name,App ID,Genre,Installs
urecy グループでスケジュール共有 カレンダー共有アプリ,com.urecy,ライフスタイル,"100,000+"
viscuit,air.com.viscuit.viscuit10app,教育,"50,000+"
vヘルスケア,vn.health.flutter_app,健康＆フィットネス,100+
what3words: これでもう道に迷わない,com.what3words.android,地図＆ナビ,"10,000,000+"
with My CAT - 猫とくらそう -,jp.co.neilo.withmycat,シミュレーション,"100,000+"
with My DOG - 犬とくらそう -,jp.co.neilo.withmydog,シミュレーション,"100,000+"
 デザインショー,com.zbs.designshow.android,パズル,"100,000+"
µTorrent®- Torrent Downloader,com.utorrent.client,動画プレーヤー＆エディタ,"100,000,000+"
Аудиокниги Литрес,ru.litres.android.audio,書籍＆参考書,"5,000,000+"
МТС Live: афиша развлечений,ru.mts.live.app,ライフスタイル,"100,000+"
Мой умный дом,ru.ufanet.smarthome,住まい＆インテリア,"500,000+"
"Смотрёшка: фильмы, сериалы, ТВ",tv.lfstrm.smotreshka,エンタメ,"1,000,000+"
Тинькофф онлайн банк,com.idamob.tinkoff.android,ファイナンス,"10,000,000+"
Яндекс Еда: доставка еды,ru.foodfox.client,フード＆ドリンク,"10,000,000+"
「アグリコラ: 牧場の動物たち,com.digidiced.abvrelease,ボード,"10,000+"
「サーベイランスカメラ Visory」,app.visory.security_camera,住まい＆インテリア,"500,000+"
【雑誌読み放題】FujisanReader フジサンリーダー,jp.co.fujisan.android,ニュース＆雑誌,"500,000+"
あすけんダイエットアプリ カロリー計算や食事記録でダイエット,jp.co.greenhouse.asken,健康＆フィットネス,"1,000,000+"
あにふぉりお-アニメや声優ラジオのニュース・番組表・視聴記録,com.github.tattn.store.anifolio,エンタメ,"10,000+"
あにまるーむ - 癒しの育成ゲーム,maeken.games.illusttchi2,シミュレーション,"10,000+"
あんしんバックアップ,jp.co.softbank.mb.pim,ツール,"10,000,000+"
いきなりデート-審査制婚活・恋活マッチングアプリ,com.ikinaridate,出会い,"50,000+"
いこーよ - 子どもとお出かけ情報アプリ,net.actindi.ikoma,出産＆育児,"100,000+"
いつどこでオンライン,jp.ryoshirakawa.WhenWhere,言葉,"100,000+"
うちれぴ - おうちのレシピ帳で”がんばらない”ごはん作り,jp.sapporoholdings.uchirepi,フード＆ドリンク,"50,000+"
おいしい健康 - 管理栄養士監修のレシピ・献立アプリ,com.oishikenko.android.kenko,健康＆フィットネス,"100,000+"
おしゃにまるライフ　着せ替え遊びが楽しい子供向けアプリ,com.waocorp.wosyanimal,教育,"50,000+"
お出かけ/イベント情報まとめアプリ-レッツエンジョイ東京,jp.enjoytokyo,旅行＆地域,"100,000+"
お絵描きスケッチブック：デジタルアート、絵練習・イラスト作成,com.dailydiscovers.mysketchbook,エンタメ,"100,000+"
かんたんデータコピー,jp.softbank.mb.datamigration,ツール,"5,000,000+"
きらめきパラダイス,com.archosaur.jp.yslzm.gp,ロールプレイング,"100,000+"
ぐるなび　楽天ポイントが貯まる飲食店検索＆予約アプリ,jp.co.gnavi.activity,フード＆ドリンク,"1,000,000+"
こども のりもの - はたらくくるま、Puppy Cars,com.magisterapp.carsforkids,シミュレーション,"1,000+"
こどもパズル - キッズゲーム (無料 子供),com.tappyhappy.puzzleforchildren,教育,"500,000+"
こどもパズル – 教育用の楽しい子供向けゲーム,com.tappyhappy.puzzlefortoddlersfree,教育,"100,000+"
こどもプログラミング - 遊ぶ知育シリーズ,jp.amgm.and.program,教育,"10,000+"
しまぐらし：癒しのボトルメッセージ、会話や相談を日記感覚で,jp.co.meister_brain.mujin,ライフスタイル,"100,000+"
じゃらん ビジネスやレジャーに 宿泊・ホテル検索/予約アプリ,net.jalan.android,旅行＆地域,"10,000,000+"
すかいらーくアプリ,jp.co.skylark.app.gusto,フード＆ドリンク,"5,000,000+"
すべてのバックアップと復元,com.allbackup,ツール,"1,000,000+"
すべてのフライトチケット予約アプリ,com.allflightbooking.app,旅行＆地域,"500,000+"
すみすみ～まったりパズル～,jp.co.imagineer.sumikkogurashi.sumisumi,パズル,"1,000,000+"
すみっコぐらし 〜パズルをするんです〜,com.wooga.sumikko_jp,パズル,"1,000,000+"
そら案内,jp.co.sorakaze.androidtv.soraannai,天気,"5,000+"
たのしい！ひらがな,com.RainbowMimizu.Hiragana,教育,"100,000+"
つなげーと-交流イベントで【即日】友達マッチング,com.tunagate.app,ソーシャルネットワーク,"10,000+"
どうぶつの森 ポケットキャンプ,com.nintendo.zaca,シミュレーション,"10,000,000+"
どきどきレストラン- 友達と一緒に経営する料理ゲームです,com.flerogames.aos.pitapatrestaurant.global.test,ミニゲーム,"1,000,000+"
なごや歴史探検で楽しく散策！魅力を再発見！,jp.com.nagoyaculturalheritage,旅行＆地域,"5,000+"
にゃんこ大戦争,jp.co.ponos.battlecats,ミニゲーム,"10,000,000+"
ねこあつめ,jp.co.hit_point.nekoatsume,ミニゲーム,"10,000,000+"
ねこねこ日本史　～マージでぐるぐる歴史誕生！～,com.daidalos.cat,シミュレーション,"5,000+"
ねこレストラン,droidhang.twgame.restaurant,シミュレーション,"10,000,000+"
ねこ育成ゲーム - 子猫をのんびり育てる癒しの猫育成ゲーム,com.canvassoft.Cat,言葉,"100,000+"
のりものワールド　乗り物遊びが楽しめる子供向けアプリ,com.waocorp.norimonoworld,教育,"10,000+"
はたらくくるまゴーゴー 2歳から遊べる幼児・子供知育アプリ,com.waocorp.kurumagogo,教育,"100,000+"
はねろ！コイキング,jp.pokemon.koiking,シミュレーション,"10,000,000+"
はらぺこクッキング,com.waocorp.harapekocooking,教育,"100,000+"
ばあちゃんの暦（のんびりと生きよう）癒し系カレンダー。,jp.co.astrale.koyomi,ライフスタイル,"500,000+"
ひらがなカタカナ練習 幼児子供知育ゲームアプリすくすくプラス,com.piyolog.sukusukuplus,教育,"10,000+"
ぴあ - チケットも買える総合エンタメアプリ,jp.pia.corporate.pia,エンタメ,"100,000+"
ぶるぶるどーぶつ,co.play.buruburu,ミニゲーム,"100,000+"
ぷよぷよ!!クエスト -簡単操作で大連鎖。爽快 パズル,com.sega.PuyoQuest,パズル,"5,000,000+"
ほっとけ召喚士 - お手軽かわいい放置系TDゲーム,com.pixio.google.mtd,頭脳系,"10,000,000+"
まいにちのたまひよ：妊娠から育児まで毎日役立つ！たまひよ公式,jp.co.benesse.maitama,出産＆育児,"500,000+"
まねぶー 子供・幼児向け 知育に最適なごっこ遊びゲームアプリ,jp.mediba.maneboo,教育,"10,000+"
ままのて ‐妊娠・出産・育児情報とQ&Aを毎日お届け‐,jp.co.cluex.mamanote.android,出産＆育児,"100,000+"
みてねみまもりGPS,jp.co.mixi.miteneGPS,出産＆育児,"50,000+"
みまもりホームセキュリティアプリ,jp.softbank.mb.rcb,ツール,"1,000+"
みゃ～ご （4才からのプログラミング）,bz.hsbs.myago,教育,"5,000+"
みんなの縦型カレンダー,com.funeasysoft.famical,仕事効率化,"10,000+"
みんチャレ-ダイエットも筋トレ、禁煙も。習慣化して目標達成,jp.co.sony.minchalle,健康＆フィットネス,"100,000+"
めちゃコミック 人気マンガを毎日楽しめる漫画（まんが）アプリ,jp.co.amutus.mechacomic.android.mangaapp,マンガ,"1,000,000+"
もじあそび 子供向け知育アプリ 3歳向けひらがな文字練習,com.goobee.GooBeeWordGame_JP,教育,"100,000+"
もっと！あそベビぷらす　2歳から遊べる子供向けのアプリ,com.waocorp.asobabyplus,教育,"100,000+"
やったね！できたね！アンパンマン　子供向けのアプリ知育ゲーム,jp.smarteducation.manabipack,教育,"1,000,000+"
やべー掃除屋さん-クラッシュシミュレータ-面白いばかげー,jp.fieldWalking.cleaning,アクション,"10,000+"
やることカード,jp.co.litalico.kidstodolist,教育,"100,000+"
ようこそ！ポケモンカフェ ～まぜまぜパズル～,jp.pokemon.pokemoncafemix,パズル,"5,000,000+"
らくな家計簿,com.realbyteapps.moneymanagerfree,ファイナンス,"10,000,000+"
るるぶ-おでかけ・旅行情報＆宿泊予約,com.jtbpublishing.rurubu.presentation,旅行＆地域,"500,000+"
アイビスペイント,jp.ne.ibis.ibispaint.app,アート＆デザイン,"100,000+"
アイビスペイントX,jp.ne.ibis.ibispaintx.app,アート＆デザイン,"100,000,000+"
アクションゲーム (Johnny Trigger),com.time.trigger,アクション,"100,000,000+"
アゴダ(Agoda),com.agoda.mobile.consumer,旅行＆地域,"50,000,000+"
アスファルト8 : カーレーシングゲーム,com.gameloft.android.ANMP.GloftA8HM,レース,"100,000,000+"
アスファルト9：Legends,com.gameloft.android.ANMP.GloftA9HM,レース,"100,000,000+"
アットホーム-賃貸物件検索や家探し・土地探しの不動産アプリ,jp.co.athome,住まい＆インテリア,"1,000,000+"
アニメの女の子のファッションメイク,com.kiwigo.animegirlfashionmakeup.free,ミニゲーム,"1,000,000+"
アニメの描き方を学ぶ,animedrawing.tutorial.stepbystep,アート＆デザイン,"100,000+"
アニメを描くことを学ぶ:お絵描きアプリ,learn.all.anime.drawing,アート＆デザイン,"1,000,000+"
アニメジェネレーター,ai.anime,アート＆デザイン,"10,000+"
アニメママ3Dのツインベビーケア,com.twin.baby.mother.simulator.baby.care.game,シミュレーション,"100,000+"
アニメ放題 ‐ アニメ見放題サービス,jp.softbank.mb.animehodai,エンタメ,"1,000,000+"
アバスト -  スマホセキュリティ ウイルス対策アプリ,com.avast.android.mobilesecurity,ツール,"100,000,000+"
アバスト クリーンアップ,com.avast.android.cleaner,ツール,"50,000,000+"
アバスト セキュアライン VPN: 無制限の匿名セキュリティ,com.avast.android.vpn,通信,"10,000,000+"
アパマンショップ賃貸物件検索アプリ　お部屋探しはプロにお任せ,com.apaman.android,住まい＆インテリア,"500,000+"
アプリのバックアップ - 簡単かつ迅速に！「SDカード」をサ,com.colure.app.ibu,ツール,"1,000,000+"
アプリはバックアップ 復元 転送,mobi.infolife.appbackup,ツール,"10,000,000+"
アルコイン 歩くだけでポイント貯まる歩数計-歩数でポイ活！,jp.co.agoop.walkcoin,健康＆フィットネス,"100,000+"
アルゴリズムシティ：動物を持つ子供たちのためのコーディングゲ,air.MusterenGames.ElHarezmiCoding,パズル,"500,000+"
アルゴリズム図鑑,wiki.algorithm.algorithms,教育,"1,000,000+"
アルバス ずっと残る家族のアルバム,co.rollcake.albus,写真,"500,000+"
アルビオン・オンライン,com.albiononline,ロールプレイング,"10,000,000+"
アルファポリス 小説・漫画を読もう,jp.co.alphapolis.viewer,マンガ,"500,000+"
アルフレッドカメラ—ペットカメラ、ベビーモニター、監視カメラ,com.ivuu,住まい＆インテリア,"10,000,000+"
アルメロ,com.leagueofgeeks.armello,ボード,"500,000+"
アンクラウン,jp.co.nestopi.uncrowned,シミュレーション,"100,000+"
アンパンマン おてつだいできた！ 子供向け知育ゲームアプリ,jp.co.forecast.otetsudai,教育,"50,000+"
アンマッチド：デジタルエディション,com.acram.Unmatched,ボード,"1,000+"
アヴァベルオンライン -絆の塔- アクションMMORPG,com.asobimo.avabel_gp_b3,ロールプレイング,"10,000,000+"
アートマスター: 塗り絵 パズル,color.sketch.art.puzzle,パズル,"1,000,000+"
アート・オブ・ウォー 3: クト - リアルタイムの軍事戦略,com.geargames.aow,頭脳系,"10,000,000+"
イタリア語を学ぶ。イタリア語を話す,com.atistudios.italk.it,教育,"1,000,000+"
イラストチェイナー - 絵しりとりオンラインお絵かきゲーム,com.gunsturn.illustchainer,ボード,"1,000,000+"
インテリアストーリー：ホームデザインと家を作るゲーム,com.ivmob.interior,シミュレーション,"1,000,000+"
イントゥ・ザ・デッド 2 [Into the Dead 2],com.pikpok.dr2.play,アクション,"10,000,000+"
イーアイデム バイト探し/バイトアプリ 正社員・パート職探し,com.e_aidem.android.jobsearch,ライフスタイル,"500,000+"
ウィキペディア,org.wikipedia,書籍＆参考書,"50,000,000+"
ウイルスバスター モバイル : スマホセキュリティ対策,com.trendmicro.tmmspersonal.jp.googleplayversion,ツール,"10,000,000+"
ウェザーニュース  天気・雨雲レーダー・台風の天気予報アプリ,wni.WeathernewsTouch.jp,天気,"10,000,000+"
エイジオブゼット：タワーディフェンス,com.camelgames.aoz,頭脳系,"10,000,000+"
エクスペディア : ホテル予約、格安航空券・旅行アプリ,com.expedia.bookings,旅行＆地域,"50,000,000+"
エネルギー管理士,com.jyouhousyorienelugi.englishstudy,教育,100+
エバーテイル,com.zigzagame.evertale,ロールプレイング,"5,000,000+"
エピックセブン,com.stove.epic7.google,ロールプレイング,"10,000,000+"
エボリューション2： シューティングゲーム アクションゲーム,com.my.evolution2,アクション,"10,000,000+"
エンジェルストーン,com.fincon.angelstone,ロールプレイング,"5,000,000+"
エンパイア&パズル: エンパズ,com.smallgiantgames.empires,パズル,"50,000,000+"
エースリックのヒーロー | 古典的なRPG,com.avalon.rpg,ロールプレイング,"500,000+"
オズモール - 厳選されたレストラン・宿泊・サロンを予約 -,jp.starts_pub.ozmall,ライフスタイル,"100,000+"
オタククリーナー,com.geek.clean.first,ツール,"1,000,000+"
オフラインポッドキャストアプリ：プレーヤーFM,fm.player,音楽＆オーディオ,"5,000,000+"
オリジナルのマンガが毎日読める、まんがコミックFUZ,com.comic_fuz,マンガ,"100,000+"
オーディオブック (audiobook.jp) - 聞く読書,jp.audiobook.app,エンタメ,"500,000+"
オールドフレンズ ～ 犬のゲーム,com.runawayplay.OldFriends,シミュレーション,"1,000,000+"
カエル天気のショートカット,jp.miyavi.androiod.gnws,天気,"1,000,000+"
カスタムキャスト,jp.customcast.cc2,エンタメ,"1,000,000+"
カスペルスキー セキュリティ & VPN,com.kms.free,ツール,"100,000,000+"
カップルアプリ Pairy - 恋人との記念日/予定共有,jp.app.pairy,ソーシャルネットワーク,"100,000+"
カフェとレストランの価格表とメニューメーカー,com.desygner.menus,フード＆ドリンク,"500,000+"
カフェ・パニック: 料理ゲーム・レストラン ゲーム,com.Boomware.CafePanic,シミュレーション,"10,000,000+"
カレンダー - スケジュール帳・予定表のカレンダー MC,com.mcontrol.calendar,仕事効率化,"1,000,000+"
カレンダー Lifebear｜スケジュール帳・手帳カレンダー,jp.co.lifebear,仕事効率化,"1,000,000+"
カートライダー ドリフト,com.nexon.kartdrift,レース,"1,000,000+"
"カードヒーロー：トレーディングカードゲーム, アリーナバトル",com.skytecgames.cardsheroes,カード,"1,000,000+"
カー・エックス・ドリフト・レーシング・ツ,com.carxtech.carxdr2,レース,"10,000,000+"
ガンガンONLINE スクエニのオリジナル漫画を毎日複数配信,com.ganganonline.ganganonline.a,マンガ,"1,000,000+"
ガーデンスケイプ(Gardenscapes),com.playrix.gardenscapes,ミニゲーム,"100,000,000+"
ガールズカークラフト,com.survivalcrafting.crafting.fashion.car.salon.makeover.spa.girls.craft.fun.free.driving.games.girls.racing.simulator,アーケード,"5,000,000+"
ガールズ・テーマパーク・クラフト,com.survivalcrafting.girls.theme.park.craft.princess.minecraft.pocket.edition.roblox.my.little.pony.real.roller.coaster.tycoon,ミニゲーム,"10,000,000+"
キッコーマンきょうの献立-確かな料理レシピで簡単においしく,jp.co.kikkoman.HomecookingApp,フード＆ドリンク,"100,000+"
キッズアート＆ドローイングゲーム,com.hoj.kids.art.board.drawing.games,アート＆デザイン,"1,000,000+"
キッズクラフトのアイデアDIY,com.rstream.kidscrafts,ライフスタイル,"100,000+"
キャッシュ削除,jp.snowlife01.android.cache_delete,ツール,"500,000+"
キャットルーム - ねこちゃんのお部屋着せ替えゲーム,com.crossfield.catroom,パズル,"1,000,000+"
キャンディマナー-ホームデザイン,candymanor.homedesign.match3,ミニゲーム,"50,000,000+"
キャンディ・メイクアップ - スイーツサロン,com.tabtale.candyblash,ミニゲーム,"50,000,000+"
キャンディークラッシュ,com.king.candycrushsaga,ミニゲーム,"1,000,000,000+"
キャンディークラッシュソーダ,com.king.candycrushsodasaga,ミニゲーム,"500,000,000+"
キューブクラフト (CubeCraft),com.cww.cubecraft,ロールプレイング,"5,000,000+"
キョログラミング,jp.co.morinaga.Kyorogramming,教育,"50,000+"
クァンダ QANDA - 数学の答えがわかる勉強アプリ,com.mathpresso.qanda,教育,"50,000,000+"
クッキング カップ: 楽しいカフェ & レストラン ゲーム,com.creetgames.CookingCup,シミュレーション,"100,000+"
クッキングホーム：レストラン経営＆ホームデコレーション,com.digitalkingdom.cookinghome,シミュレーション,"1,000,000+"
クックパッド -みんなが作ってる料理レシピで、ご飯をおいしく,com.cookpad.android.activities,フード＆ドリンク,"10,000,000+"
クラウド ストレージ: クラウド バックアップ,com.cloudstorage.cloudbackup.drivebackup,仕事効率化,"10,000+"
クラウド ストレージ: 簡単なバックアップ,com.cloud.storage.driveapp.photo.storage,仕事効率化,"100,000+"
クラウドストレージと写真のバックアップ,com.share.smartswitch.phoneclone.app.data.transfer,仕事効率化,"50,000+"
クラウドストレージ：クラウドドライブアプリ,com.fazconapps.backup.restore.data,仕事効率化,"1,000,000+"
クラウドモンスターバックアップー容量無制限で写真を自動で保存,jp.cloudmonster,仕事効率化,"10,000+"
クラシル - 毎日の献立に！レシピ動画で料理がおいしく作れる,com.kurashiru,フード＆ドリンク,"10,000,000+"
クラッシュフィーバー　パズルRPG　新感覚ブッ壊しバトル！,jp.wonderplanet.CrashFever,パズル,"1,000,000+"
クラッシュ・オブ・クラン (Clash of Clans),com.supercell.clashofclans,頭脳系,"500,000,000+"
クラッシュ・ロワイヤル (Clash Royale),com.supercell.clashroyale,頭脳系,"100,000,000+"
クラフトハイム - 怠け者の木こり,com.barsstudios.craftheim,シミュレーション,"10,000,000+"
クラフトバレー (Craft Valley),com.arcade.mine,ロールプレイング,"100,000+"
クラフトランナー - マイナーラッシュ: ビルド&クラフト,com.abi.hyperion.craftrunner,アクション,"10,000,000+"
クラフト司令官 – マイン&ビルド,craft.army.commander,アクション,"10,000,000+"
クリスタル オブ リユニオン【王国ストラテジーRPG】,jp.co.gu3.orange01,頭脳系,"500,000+"
クリーナースクリーン,com.firstscreen.battery,ツール,"100,000+"
クロッシーロード,com.yodo1.crossyroad,アクション,"100,000,000+"
グウェント ウィッチャーカードゲーム,com.cdprojektred.gwent,カード,"1,000,000+"
グッピー ヘルスケア - ダイエット＆健康管理,healthcare.guppy.app,健康＆フィットネス,"100,000+"
グノシー - 重要ニュースを逃さない、定番ニュースアプリ,com.gunosy.android,ニュース＆雑誌,"10,000,000+"
グロリアスランド ー不滅の栄光ー,com.oasis.immortal,頭脳系,"1,000,000+"
コウノトリ：生理日・排卵日予測で妊活を応援。基礎体温・グラフ,com.amanefactory.kounotori,健康＆フィットネス,"100,000+"
ココダヨ　防災・防犯・地震速報アプリ 地震、災害時に安否確認,jp.cocodayo.consumer.android,天気,"100,000+"
ココナラ(coconala)スキルマーケットで得意を売り買い,com.coconala.android.portal,ショッピング,"500,000+"
コノトキ：不妊治療・妊娠のために基礎体温や生理で排卵日予測,com.amanefactory.konotoki,健康＆フィットネス,"50,000+"
コミックDAYS,jp.co.kodansha.comicdays,マンガ,"1,000,000+"
コミックガルド＋,com.comic_gardo,マンガ,"100,000+"
コラージュ - 写真加工アプリ & 画像編集,photocollage.photoeditor.collagemaker,写真,"50,000,000+"
コラージュ：画像編集,collage.maker.photoeditor,写真,"10,000,000+"
コンセプト: お絵かき、スケッチ、ノートアプリ,com.tophatch.concepts,アート＆デザイン,"1,000,000+"
コーディブック - Codibook,com.ydea.codibook,ショッピング,"1,000,000+"
サマナーズウォー: Sky Arena,com.com2us.smon.normal.freefull.google.kr.android.common,ロールプレイング,"50,000,000+"
サンデーうぇぶり,jp.co.shogakukan.sunday_webry,マンガ,"1,000,000+"
ザックリ収支管理-シンプルな収支表アプリ,com.snolle.money_balancer,ファイナンス,"10,000+"
ザ・アンツ：アンダーグラウンド キングダム,com.allstarunion.ta.jp,頭脳系,"500,000+"
シチズンヘルスケア　健康予約,jp.co.citizen.systems.HealthcareApp,健康＆フィットネス,"1,000+"
シックなベビーシッタードレスアップケア,com.girls.fashion.entertainment.Babysitter.Newborn.DressUp.Care.Game,教育,"10,000+"
シックな赤ちゃん-子供向けのドレスアップとベビーケアゲーム,co.touchapps.chicbaby,教育,"1,000,000+"
シックな赤ちゃん2-子供向けのドレスアップとベビーケアゲーム,com.pazugames.chicbaby2,教育,"1,000,000+"
シフトボード –バイトのシフト管理・給料計算,jp.co.recruit.shiftboard,仕事効率化,"1,000,000+"
シフト勤務カレンダー(シフカレ) シフトとスケジュールを管理,com.ebisusoft.shiftworkcal.playstore,仕事効率化,"500,000+"
シャドウバース (Shadowverse),jp.co.cygames.Shadowverse,カード,"1,000,000+"
シャドウファイト 3 - RPG格闘ゲーム,com.nekki.shadowfight3,ロールプレイング,"100,000,000+"
シャープデータバックアップ,jp.co.sharp.android.sharpdatabackup,ツール,"5,000,000+"
シンプル ファイル マネージャー プロ,com.simplemobiletools.filemanager.pro,ツール,"100,000+"
シンプルSMSメッセンジャー,com.simplemobiletools.smsmessenger,通信,"1,000,000+"
シンプルToDoリスト・タスク管理 - シンプルで洗練された,app.nifu.simpletodo,ツール,"100,000+"
シンプルで洗練されたカレンダーアプリ,com.aaaz.mycalenderapp,ツール,"100,000+"
シンプルカレンダー,com.simplemobiletools.calendar,仕事効率化,"5,000,000+"
シンプルカレンダー - スケジュール帳・予定表のカレンダー,com.komorebi.SimpleCalendar,仕事効率化,"1,000,000+"
シンプルカレンダープロ,com.simplemobiletools.calendar.pro,仕事効率化,"100,000+"
シンプルドロ,com.simplemobiletools.draw,アート＆デザイン,"1,000,000+"
シンプルドロー プロ,com.simplemobiletools.draw.pro,アート＆デザイン,"100,000+"
シンプルミュージックプレーヤー,com.simplemobiletools.musicplayer,音楽＆オーディオ,"1,000,000+"
シンプルメモ プロ,com.simplemobiletools.notes.pro,仕事効率化,"100,000+"
シンプル家計簿 MoneyNote,com.komorebi.kakeibo,ファイナンス,"500,000+"
シンプル請求書,com.aadhk.woinvoice,ビジネス,"5,000,000+"
ジグソーパズル - パズルゲーム,com.easybrain.jigsaw.puzzles,パズル,"50,000,000+"
ジグソーパズル: 子供向けパズルゲーム,com.rvappstudios.jigsaw.puzzles.kids,教育,"10,000,000+"
ジャンプPAINT by MediBang,com.medibang.android.jumppaint,アート＆デザイン,"1,000,000+"
ジョルテカレンダー シンプルでとても使いやすい手帳アプリ,jp.co.johospace.jorte,仕事効率化,"10,000,000+"
ジーユー,com.osharemaker,ショッピング,"10,000,000+"
スキマバイトはタイミー /お金がすぐにもらえる,jp.co.taimee,ライフスタイル,"1,000,000+"
スギサポ walk ウォーキング・歩いてポイント貯まる歩数計,jp.mediplat.sugisapo.walk,健康＆フィットネス,"1,000,000+"
スクラッチ,org.scratch,教育,"1,000,000+"
スクワッド・アルファ (Squad Alpha),com.game.missioncrit,アクション,"5,000,000+"
スタディサプリ 中学講座,jp.studysapuri.tara,教育,"50,000+"
スタディサプリ 小学/中学/高校/大学受験講座,jp.studysapuri.android,教育,"500,000+"
スタディサプリENGLISH -TOEIC®L&Rテスト対策,jp.studysapurienglish.toeic,教育,"1,000,000+"
スタンバイ 仕事探しアプリ - アルバイト・転職の求人検索,com.stanby.app,ビジネス,"50,000+"
スターアイドルStar Idol：世界中の友だちと楽しむ3D,com.wecut.staridol,ソーシャルネットワーク,"5,000,000+"
スタートリガー【爽快ガンシューティングバトル】,com.rekoo.startrigger,アクション,"500,000+"
スター・ウォーズ／銀河の英雄,com.ea.game.starwarscapital_row,ロールプレイング,"50,000,000+"
ステップカウンター - 歩数計 & 万歩計 、人気,steptracker.healthandfitness.walkingtracker.pedometer,健康＆フィットネス,"10,000,000+"
スドリカ：亡国の姫と紡ぐ愛と涙の物語,com.rayark.sdorica,ロールプレイング,"1,000,000+"
スヌーピー ドロップス : スヌーピーのパズルゲーム/パズル,com.bij.snoopyDrops,パズル,"1,000,000+"
スプリンギン　ーSpringin’,jp.co.shikumi.springin,エンタメ,"10,000+"
スポナビ 野球速報,jp.co.yahoo.android.sports.npb.textlive,スポーツ,"5,000,000+"
スポーツナビ‐野球/サッカー/ゴルフなど速報、ニュースが満載,jp.co.yahoo.android.sports.sportsnavi,スポーツ,"5,000,000+"
スポーツブル（スポブル）,com.undotsushin,スポーツ,"1,000,000+"
スマホケースDIY,com.newnormalgames.phonecasediy,シミュレーション,"100,000,000+"
スマホセキュリティ - キングソフト モバイルセキュリティ ,com.ikingsoftjp.mguard,ツール,"10,000+"
スマホ最適化Plus,jp.snowlife01.android.autooptimization,ツール,"100,000+"
スマートセキュリティ powered by McAfee®,com.mcafee.vsm_android_sbm,ツール,"5,000,000+"
スマートニュース　ニュースや天気予報、便利なクーポン情報も,jp.gocro.smartnews.android,ニュース＆雑誌,"50,000,000+"
"スマートホームセキュリティ, 家庭用のIP監視カメラ",com.warden.cam,住まい＆インテリア,"10,000,000+"
スマート転送：ファイル共有アプリ,com.aomatatech.datatransferapp.filesharing,ツール,"5,000,000+"
スーパーのバックアップ:SMS＆連絡先,com.idea.backup.smscontacts,ツール,"10,000,000+"
スーパークリーナー - 電話クリーナー,com.egostudio.clean.boost,ツール,"500,000+"
スーパースタイリスト ファッション大変身,com.cocoplay.fashion.style,ロールプレイング,"50,000,000+"
スーパーセキュリティ for Android,com.sourcenext.ssforandroid,ツール,"100,000+"
スーパー地形 - GPS対応地形図アプリ,com.kashmir3d.superdem,地図＆ナビ,"100,000+"
センシル:世界中の服を集めてみよう,jp.cocone.sensil,シミュレーション,"500,000+"
ゼブラック - ジャンプの人気作から話題の漫画まで毎日読める,com.zebrack,マンガ,"1,000,000+"
ソニーの電子書籍Reader™ 漫画・小説、動画・音声対応！,com.sony.drbd.reader.other.jp,書籍＆参考書,"5,000,000+"
ソフィ - 生理日管理/排卵日予測ができる生理管理アプリ,jp.co.unicharm.sofyapp,健康＆フィットネス,"100,000+"
ソフィガール:生理日管理・排卵日予測ができる生理管理アプリ,jp.co.unicharm.sofy,健康＆フィットネス,"100,000+"
ソリティア - 日本、クラシックカードゲーム,at.ner.SolitaireKlondike,カード,"10,000,000+"
ソリティアカードゲーム：デザインホーム,solitaire.tripeaks.home.design.redecor,カード,"100,000+"
ソリティアクラシック - 日本、クラシックカードゲーム,solitaire.patience.card.games.klondike.free,カード,"10,000,000+"
ソリティアクルーズ：クラシックトライピークスカードゲーム,com.belkagames.solitaire,カード,"10,000,000+"
ソリティアストーリー - Ava's Manor,com.uken.solitaire.story,カード,"1,000,000+"
タイムシート - タイムカード - 勤務時間 - 業務日誌,com.aadhk.time,ビジネス,"1,000,000+"
タイルクラフト: リラックスパズルゲーム,com.starsprite.tilecraft,ボード,"10,000,000+"
タッチ！あそベビずかん　赤ちゃんが喜ぶ子供向け知育アプリ,com.waocorp.asobabyzukan,教育,"100,000+"
タッチ！あそベビー　赤ちゃんが喜ぶ子供向けのアプリ,com.waocorp.asobaby,教育,"1,000,000+"
タッチ！ことばランド　2歳から遊べる言葉を育む子供向けアプリ,com.waocorp.waochi.kotobaland,教育,"100,000+"
タブホ 雑誌読み放題-国内最大級の雑誌数-,jp.co.optim.unlimitedcontents,ニュース＆雑誌,"50,000+"
タワークラフト 3D - 放置建設ゲーム,com.quantumgames.skyscraper,頭脳系,"10,000,000+"
ダイエットアプリ FiNC  アプリ一つで手軽に健康管理,jp.co.fincapp,健康＆フィットネス,"1,000,000+"
ダイキャスト：混沌の法則,com.bss.game.DicastRoc,ボード,"1,000,000+"
ダイスの神：みんなでワイワイすごろくゲーム！大富豪を目指せ！,com.joycity.god,ボード,"5,000,000+"
ダンジョンテイルズ：RPGデッキ構築カードゲーム,com.homecookedgames.dungeontales,頭脳系,"1,000,000+"
ダービースタリオン マスターズ [競馬ゲーム],jp.co.drecom.dabimas,シミュレーション,"500,000+"
チェス - 遊びと学び,com.chess,ボード,"50,000,000+"
チケジャム - 安心のチケット売買・チケットリセールアプリ,com.ticketjam,ショッピング,"100,000+"
